id,title,author,created_at,closed_at,labels,body
2547693059,Add flatpak ci,sharpenedblade,2025-05-27 21:26:55+00:00,2025-07-23 07:17:38+00:00,{},"This depends on #515 being merged. I don't know how to make github handle it properly so I just rebased this pr on top of that pr, which is why it duplicates commits from that pr."
2542743740,Add freedesktop metainfo file,sharpenedblade,2025-05-26 00:31:37+00:00,2025-07-23 07:19:10+00:00,{},"I was asked to upstream this file when I submitted the flatpak to flathub. I copied the description, screenshots, and summary from the website."
2541131269,Adds missing viewDirectionChanged event for VIEW_GUI_SCREEN,phkb,2025-05-24 00:31:33+00:00,2025-05-28 06:22:35+00:00,{},Also removes a duplicate include statement from playerEntityControls.m
2520542945,add version numbers to generated PDFs,oocube,2025-05-14 23:45:07+00:00,2025-05-14 23:48:30+00:00,{},
2502700633,Use generated PDFs in releases,oocube,2025-05-06 21:24:04+00:00,2025-05-06 21:24:33+00:00,{},"Fixed a chain of events:
- unzip was configured to only overwrite older or nonexisting files
- we decided to keep the old PDFs
- during checkout git would assign new timestamps

Thus the timestamp of the outdated files was later than the generated files and the files would not get overwritten.
"
2502692925,use the generated pdfs for further builds,oocube,2025-05-06 21:19:25+00:00,2025-05-06 21:20:11+00:00,{},"Fixed a chain of events:
- unzip was configured to only overwrite older or nonexisting files
- we decided to keep the old PDFs
- during checkout git would assign new timestamps

Thus the timestamp of the outdated files was later than the generated files and the files would not get overwritten."
2484546956,Added protection for when addGroup fails to add any ships,phkb,2025-04-28 01:35:29+00:00,2025-04-29 22:03:19+00:00,{},"When there are a number of OXP's adding ships with, for example, the ""interceptor"" role, but those ships are restricted by a condition script, the possibility of the system.addGroup function not being able to create the group is much higher.
This tweak just adds some protection to the JS code, rather than generating an error message."
2469526357,Documentation coverage report,oocube,2025-04-19 10:21:02+00:00,2025-04-19 18:54:26+00:00,{},"This allows not only to browse doxygen documentation for Oolite, but also see reports how much has been documented and where improvements may be useful. Hopefully someone with knowledge on the code would add information that others then may use to better understand the code.

The coverage report is available in the doxygen documentation both from the main page as well as in the topics menu."
2469473863,Added missing normal and specular map entries for rock-hermits,phkb,2025-04-19 08:08:45+00:00,2025-04-19 11:03:47+00:00,{},
2438599828,Fixes issue where extraGuiScreenKeys was not being reset at the right…,phkb,2025-04-04 05:32:58+00:00,2025-04-04 05:53:46+00:00,{},… time
2435517926,Fixes index out of range issue,phkb,2025-04-03 00:29:30+00:00,2025-04-03 00:40:09+00:00,{},
2220577465,Build instructions openSUSE,sboehringer,2024-12-06 17:44:17+00:00,2025-04-19 18:52:57+00:00,{},Tested as of 20241206 under Tumbleweed version 20241111
2196824375,New ECM Visual Effect,AnotherCommander,2024-11-24 15:12:55+00:00,2024-11-28 13:22:15+00:00,{},"This PR implements a visual addition to the ECM effect. Till now ECM blast presence is indicated by a jitter of the scanner lollipops. With the changes from this PR we now also get an EM interference pattern on the ship's view screen, expressed as a burst of static and/or CRT malfunction. The effect is available only when shaders are available, so you will be able to experience it in the Shaders Enabled and Extra Detail detail levels. You will get it at every ECM trigger event, be it from NPCs or the player.

The original shader used as inspiration for this is https://www.shadertoy.com/view/ltV3z1 . Note that it seems to rely on some strange code operations like mod(x, 0.0). However, it seems to perform exactly as advertised so I did not make any substantial changes to it.

Linux maintainers, please confirm that it works also for you if you can. I tried to make sure that this effect will be available and functional on Linux too, but need to be sure.

This video shows what the new effect looks like.

[![IMAGE ALT TEXT](http://img.youtube.com/vi/fQq0Fun1Ty8/0.jpg)](http://www.youtube.com/watch?v=fQq0Fun1Ty8 ""Oolite 1.91 - New ECM Effect"")"
2086225993,OXZ Manager: Leading whitespaces from string filters are now stripped.,AnotherCommander,2024-09-23 10:40:48+00:00,2024-09-23 11:35:34+00:00,{},"This should fix issue #376 and reduce potential confusion.

Part of this PR are also four new NSString extensions: -stringByTrimmingLeadingCharactersInSet, -stringByTrimmingLeadingWhitespaceAndNewlineCharacters, -stringByTrimmingTrailingCharactersInSet and -stringByTrimmingTrailingWhitespaceAndNewlineCharacters: The last two are not used in this fix, but they are handy and can be useful in the future if need be.

While at it I also applied the same behavior on the remaining string filters, namely author, tag and category."
2078978110,"Fix mac build of v1.90, works on macos 10.14.6 using XCode 11.3.1",keaaw,2024-09-18 15:10:27+00:00,2024-09-18 17:21:30+00:00,{},"* libpng and the Sparkle framework are now in the repo in deps/Cocoa-deps

  (no more downloading from external sites during the build)

* libpng contents pruned to just source files needed by Oolite plus various readme's.

* change from (gnu) libstdc++ to (clang) libc++ in order to build on a (more) modern x86 Mac bumped macos deployment version from 10.6 to 10.7 (required by switch to libc++)

* Oolite 1.90 now builds (all build targets, and unit tests all pass) on macos 10.14.6 mojave
  using XCode 11.3.1.   Run tested nominally on same mojave build system

* Removed libpng and sparkle from .gitignore"
2045552226,EXR snapshots support,AnotherCommander,2024-08-30 05:40:20+00:00,2024-08-31 15:28:50+00:00,{},"This PR implements support for saving HDR snapshots in Industrial Light and Magic's OpenEXR format. This is much better than the Radiance RGBE (.hdr) format we currently use; it supports expanded gamut colors and has improved color accuracy, for starters. It is also more widespread in the graphics industry, meaning that there are more apps available that can open it out of the box. Although slower to encode than Radiance, in practice I did not see a measurable difference when saving an HDR screenshot. The only drawbacks compared to Radiance that I can see are size, as EXRs are massive (11.8MB for a 1920x1080 screen vs 4.5MB with Radiance) and dynamic range, where RGBE is superior, although in practice we don't ever get to use all that range, so it's a moot point. But at the very least, we now have the option to choose our format.

The snapshot file format to use in HDR mode is now a user preference. Default is switched to EXR, but you can set the .GNUstepDefaults key ""hdr-snapshot-format"" to make it save Radiance .hdr snapshots like this:
```
""hdr-snapshot-format"" = .hdr;
```
The leading dot is optional, Oolite will understand the extension with or without it. If the key is missing we default to .exr. If the user tries to enter any random string other than the allowed ""[.]hdr"" and ""[.]exr"", a warning will be posted in the log and .exr will be selected by default anyway.

The implementation uses the tinyexr (written in C++) and miniz libraries and has been designed to accommodate Linux in the future., as well as the possibility to host additional HDR image formats if needed. "
2027120264,OXZ Manager - Filter by Category,AnotherCommander,2024-08-20 08:38:07+00:00,2024-08-21 07:57:35+00:00,{},"I don't know how we managed to miss the most obvious filter in the OXZ Manager for so long, but this PR aims to remedy the situation. It implements the 'c:<category>' filter, which, when applied, will list only managed expansions belonging to the specified category. So you can write something like c:ships in the filters screen and it will show you only the expansions in the Ships category. You won't have to press More one thousand times to get to Ships anymore."
1882255534,Introducing -help / --help Command Line Option,AnotherCommander,2024-05-22 11:36:33+00:00,2024-05-24 18:28:54+00:00,{},"This PR aims to assist new players trying to work their way through the game at its early stages. It enables the -help (--help also works) command line option. Entering [-]-help as a command line parameter opens up a message box with the list of available command line options on Windows, while on Linux it sends all output to stdout. The game will exit if the [-]-help parameter is detected in the command line args, immediately after the help info has been displayed. The exit code in this case is 2, which means exiting due to [-]-help found.

A short message indicating the exit reason is sent to the actual log as well. This is to avoid sudden termination of the log file, which could lead to the potential (wrong) assumption that a crash occurred."
1788581404,Fixes issue where setting keys for custom equipment was failing,phkb,2024-03-25 03:36:55+00:00,2024-03-26 00:36:29+00:00,{},"The fail was causing an error to be written to the log, but the app continued to run. See issue #479 
The issue was only occurring in the Linux build, but I have tested this on both Windows and Linux."
1788572478,Fixes issue where current keyboard layout was not showing in list,phkb,2024-03-25 03:25:37+00:00,2024-03-25 03:27:29+00:00,{},"This was a display issue only - the keyboard layout was correctly saved, it just wasn't reflected on the page."
1771338901,Fixes issue with too many choices to fit on mission screen,phkb,2024-03-14 04:15:36+00:00,2024-03-21 22:33:59+00:00,{},"This PR fixes the issue where too many choices have been defined in the options dictionary to fit on the current mission screen.

Essentially, what I'm doing here is (apart from putting a notice in the log) ignoring choices that fall outside the scope of the screen. This could potentially leave the screen in a weird state, if (say) the option to close the screen is one of the excluded options.

As an alternative, I could ignore *all* options if too many have been defined. Let me know your preference."
1743554932,Added ability to set default activate+mode keys for equipment items,phkb,2024-02-26 14:34:23+00:00,2024-03-12 22:15:16+00:00,{},"With this PR, you can now set ""default_activate_key"" and ""default_mode_key"" in your equipment.plist definition. If the chosen key conflicts with another key when loading, the setting will be ignored.
The definition is the same as for other key settings, in that it is an array of dictionary items. For example:
```
	default_activate_key = ({key = ""0""; shift = true;});
	default_mode_key = ({key = ""9""; mod1 = true;});

```
If you change the default key for the equipment item, the ""Overrides"" column will now show that the key setting has changed from the default.
"
1656096415,Eslint can check javascript but does not break the build,HiranChaudhuri,2023-12-24 11:51:13+00:00,2023-12-24 11:51:46+00:00,{},
1647767320,"Adds extra docking tip, reminding players to keep moving forward",phkb,2023-12-18 04:50:13+00:00,2023-12-19 22:22:07+00:00,{},"We've had a couple of players get inside the dock and then stop, rotating in place and waiting. This tip encourages them to keep moving forward, towards the rear of the docking bay."
1647182239,Adds consoleMessageReceived event,phkb,2023-12-17 04:35:34+00:00,2023-12-18 01:49:34+00:00,{},And updates some changelog entries.
1639962660,Adds purchase_sort_order to equipment.plist to sort F3 screen indepen…,phkb,2023-12-12 04:03:06+00:00,2023-12-17 04:01:52+00:00,{},"…dently of F5 screen
This is following a suggestion from @cim--  in #469 to keep the sorting on the F5 page in reverse order, and splitting the F3 sort to have it's own.
If ""purchase_sort_order"" is not supplied, ""sort_order"" will be used. In neither is supplied, 1000 will be used.
"
1637877033,Added player ship property to allow status screen equipment to have a…,phkb,2023-12-11 00:36:15+00:00,2023-12-17 04:02:15+00:00,{},"…scending sort
The default sort method works to put the most important equipment on the first page of the F5 Status screen. The assumption is, if it's got a high TL and price, it must be more important. The sort_order property of equipment is considered before these two. However, because the list is in reverse order, any ordering that has been encoded into the ""sort_order"" property will also be reversed.
To work around this, a new r/w property has been added to the player.ship: ""statusScreenEquipmentSort"". The default value for this is 0, which is the reverse order method, as it currently works. By changing this value to 1, the list goes back to an ascending order, which gives OXP's that make heavy use of the ""sort_order"" property the opportunity to decide what order should be used on the status screen."
1635858391,Hides the price and install time values on the F3 Ship Outfitting screen,phkb,2023-12-08 09:25:46+00:00,2023-12-08 09:55:03+00:00,{},"This makes it possible to have more display options on the F3 screen (allowing header entries, or top-level entries)."
1627296564,Allows for consistent naming of fields in the equipment-overrides.pli…,phkb,2023-12-03 22:11:23+00:00,2023-12-05 01:06:18+00:00,{},"…st file
When I added the original code, for some reason I just plain forgot that the ""name"" and ""description"" fields were already being used in the EquipmentInfo object, and would have made much more sense to reuse. This PR allows for those properties to be used in place of ""short_description"" and ""long_description"". I haven't removed the previous property names, so no OXP will break."
1615305788,allowing snapshot on long range chart,phkb,2023-11-24 06:32:02+00:00,2023-11-24 07:32:01+00:00,{},"Not much more to say, really!"
1609981092,Auto-switches the case on keys when shift is changed manually,phkb,2023-11-20 23:20:53+00:00,2023-11-23 05:32:33+00:00,{},Trying to limit ways of entering invalid key combinations.
1605437960,Updating binary resources to latest,phkb,2023-11-17 00:03:12+00:00,2023-11-17 00:23:40+00:00,{},Getting the updated Sidewinder Escort normalmap
1605425870,Update sidewinder escort,phkb,2023-11-16 23:46:43+00:00,2023-11-16 23:49:06+00:00,{},We were missing the normal map for the Sidewinder Escort
1602474171,Hostile lollipops in colorblind mode,AnotherCommander,2023-11-15 12:38:49+00:00,2023-11-18 13:41:29+00:00,{},"This is an accessibility oriented pull request. The idea is to make hostile ships on the scanner more easily distinguishable for colorblind people.

The colorblind mode algorithms we have enhance contrast of displayed colors to make them easily distinguishable as different. Still, sometimes when there is a lot going on in the screen, some additional visual clues would be good for persons who have trouble distinguishing key colors, even if we modify the contrast to make it easier for them. With this PR, in addition to the colorblind filters in use, we change the lollipop blips of hostile ships to an X instead of a square. This way, it only takes one quick look on the scanner and all hostiles can be easily identified.

This is something I had wanted to add for a long time now and is also consistent with color blindness accessibility best practices (don't just change the color, change the shape of key game elements as well if you can)."
1597874484,use full version info on asset,HiranChaudhuri,2023-11-12 19:38:02+00:00,2023-11-12 19:38:16+00:00,{},Now we can drop all deliverables in a single directory and still figure out which is which in correct sequence.
1597538501,Harmonize output filenames,HiranChaudhuri,2023-11-11 21:43:22+00:00,2023-11-11 21:43:40+00:00,{},
1597275014,distinguish Windows test releases from other releases,HiranChaudhuri,2023-11-11 07:27:38+00:00,2023-11-11 07:27:50+00:00,{},
1595273372,We have now three linux and three windows builds plus documentation,HiranChaudhuri,2023-11-09 23:31:56+00:00,2023-11-09 23:32:11+00:00,{},
1592336784,Add release information and more linux builds,HiranChaudhuri,2023-11-08 10:38:47+00:00,2023-11-08 10:39:36+00:00,{},
1577279384,Updated icon in all locations,phkb,2023-10-27 22:48:49+00:00,2023-10-28 00:24:10+00:00,{},
1569732734,grouping works if documentation is on declaration rather than impleme…,HiranChaudhuri,2023-10-23 18:40:27+00:00,2023-10-23 18:40:48+00:00,{},…ntation
1553379560,Splinters that have cargo_carried defined will use that on spawn,phkb,2023-10-12 04:08:07+00:00,2023-10-16 21:42:30+00:00,{},"Currently, regardless of what a splinter might have defined, it will always be given minerals when it is spawned from mining a boulder. This patch will check for the ""cargo_carried"" property in shipdata, and if found, will allow it to define the makeup of the splinter. If no ""cargo_carried"" property is defined, the default behaviour will apply."
1539286019,Expanding ship.canAwardEquipment to allow other contexts,phkb,2023-10-03 05:14:18+00:00,2023-10-08 08:17:24+00:00,{},"For real, this time!

By default, the ""canAwardEquipment"" checks the equipment with the ""scripted"" context. This PR allows other contexts to be tested on an equipment item. 

For example:
`player.ship.canAwardEquipment(""EQ_NAVAL_ENERGY_UNIT"")` will return true. This is because, with the ""scripted"" context, it is allowed to be awarded to the player. However, there are restrictions on whether you can purchase the equipment or not. With this PR, you can do the following:
`player.ship.canAwardEquipment(""EQ_NAVAL_ENERGY_UNIT"", ""purchase"")`, which will return false if the player has not yet completed the mission it relates to."
1539197552,Expands ship.canAwardEquipment for other contexts,phkb,2023-10-03 03:38:38+00:00,2023-10-03 05:08:12+00:00,{},"By default, the ""canAwardEquipment"" checks the equipment with the ""scripted"" context. This PR allows other contexts to be tested on an equipment item. 

For example:
`player.ship.canAwardEquipment(""EQ_NAVAL_ENERGY_UNIT"")` will return true. This is because, with the ""scripted"" context, it is allowed to be awarded to the player. However, there are restrictions on whether you can purchase the equipment or not. With this PR, you can do the following:
`player.ship.canAwardEquipment(""EQ_NAVAL_ENERGY_UNIT"", ""purchase"")`, which will return false if the player has not yet completed the mission it relates to."
1529847640,Witchjump js enhancements,phkb,2023-09-26 04:34:39+00:00,2023-10-01 05:12:39+00:00,{},"This PR is a QOL enhancement for witch space jumps. It adds the jump cause to all jump events, so each event can know what type of jump was performed. It also adds a new property to the player ship, ""previousSystem"", which holds the originating system ID from where the player has come. It will be in the range of -1 to 255.

On a programming note, I'm not happy with these lines:
`
ShipScriptEvent(context, self, ""shipWillEnterWitchspace"", STRING_TO_JSVAL(JS_InternString(context, [[self jumpCause] UTF8String])), INT_TO_JSVAL([w_hole destination]));
`

Something feels off with the number of conversions I'm doing to pass the jump cause to the STRING_TO_JSVAL function. If there's a better way, please let me know! Ideally I'd like to return to the ""NoCx"" version of ""ShipScriptEvent"" (and therefore removing the requirement to grab the context), so if there's a way to do that as well, I'm all ears!"
1513174380,Fixes issue where dest ID not being passed to shipWillEnterWitchspace…,phkb,2023-09-13 04:28:45+00:00,2023-09-13 09:26:52+00:00,{},"… when cause = carried
(Should have been ""missing"" not ""mission"" in branch name. Not hugely important. But only noticed after pushing)."
1509004377,Correction to logic for homeSystem function in priorityai,phkb,2023-09-10 04:34:54+00:00,2023-09-11 08:47:50+00:00,{},And let's not talk about my complete brain fade ever again.
1505427695,fix for issue with not being able to use numbers on text entry missio…,phkb,2023-09-07 00:05:30+00:00,2023-09-09 22:07:15+00:00,{},…n screens
1497944352,Fix for possible memory leak on Mac,phkb,2023-08-31 22:18:43+00:00,2023-09-06 21:31:43+00:00,{},"This is a fix for a possible memory leak on the Mac based on the info here: [https://blog.vucica.net/2011/06/avoiding-memory-leak-in-openal-and-crash-in-openal-for-mac.html](url)

I've been running this change in my local build (Windows) for a while without impact. But it would be good to hear from others (on Linux particularly) to make sure there is no obvious issues there before merging.

It may not be a fix for the issue with sounds on Mac, but it might help."
1496265658,Small tweaks and bugfixes for some javascript functions,phkb,2023-08-30 23:18:16+00:00,2023-08-31 21:48:32+00:00,{},"A couple of protections against null/missing values, and a fix for pre-1.84 market properties."
1490554819,Forces the F5 hyperspace destination and the witchspace destination o…,phkb,2023-08-26 08:25:30+00:00,2023-08-30 07:31:03+00:00,{},"…n the HUD to honour the concealment property

Will now display ""(Unknown)"" when the system name of a targeted system has been hidden."
1490544938,Adds ability to define custom keys on most gui screens,phkb,2023-08-26 07:54:19+00:00,2023-08-26 08:16:51+00:00,{},"(resubmitted because I messed up the rebase)

One of the problems that has developed over time is the confusing list of F4 Interface screens that are added by OXP's. It doesn't take long for the list to become long and unwieldy.

The problem is that the F4 page is the only place to put a mission screen page. Even if the mission page is specifically related to the market, or the chart, or the system info view, they all have to go on the F4 page with some basic grouping as the only way to arrange things.

Coupled with this is the usefulness some of the pages have beyond the station. It makes sense to be able to view chart related info, or market info, as provided by an OXP, while in flight. The message has always been ""do not show mission screens in flight,"" but that logic is counter to the fact that we can view the status screen, the manifest screen, do all sorts of interactions on the chart screen, view the market info page, all while in flight.

This PR aims to address both these issues. First, a new global function has been added, ""setExtraGuiScreenKeys"", which allows key functions to be registered on a specific gui screen. So, for example, the ""Ctrl-G"" key combination could be registered on the F6 chart screen. When the key combination is pressed on that screen, the callback function is called, similar to how the callback function is called for an F4 interfaces page. Each key combination defined in the properties is given a reference key, which will be passed to the callback function to identify what key combination was pressed.

By being able to link a mission screen to a specific GUI screen, some of the clutter on the F4 screen can be reduced.

Secondly, the warning message about showing mission screens in flight has been removed. Along with this, the ""allowInterrupt"" flag is defaulted to YES in all cases when in flight, which prevents a mission screen from locking the player out of their viewscreen. Ship models are already ignored in flight, and the exit screen will default to the main view.

The following is an example of setting up a new definition:
```
setExtraGuiScreenKeys(this.name, {
    guiScreen:""GUI_SCREEN_MANIFEST"",
    registerKeys:{""key1"":[{key:""g"",mod1:true}]},
    callback:this.$myGuiScreenCallback.bind(this)
});
```
The format of the method is similar to the station.setInterface method. The key (""this.name"" in the above example) can be registered once per GUI_SCREEN. Multiple key combinations can be specified in the ""registerKeys"" property. Using the same key and GUI_SCREEN will overwrite the previous settings.

There is also a method to remove the extra key definition:
```
clearExtraGuiScreenKeys(this.name, ""GUI_SCREEN_MANIFEST"");
```

This small OXP (an update to the RegisterKeysDemo1 used previously), demonstrates implementing the system: [RegisterKeysDemo1_v2.oxp.zip](https://app.box.com/s/z0y9x6f0y22go2o12o0z25oelkmmqbwc)"
