id,title,author,created_at,closed_at,labels,body
2649203292,Rooted Forest Overhaul for v0.7 ,Rusty-Box,2025-07-08 09:27:57+00:00,,"{'priority:urgent': 1, 'status:in-progress': 1, 'type:level': 1, 'category:levels': 1, 'status:conditional': 1}","Update the entirety of Rooted Island to make use of all the new graphics, mechanics, music and overall theming for the next versions in hopes this can be considered the ""final"" major update on world 2 specifically.

There is still a few things left to finalize outside of levels for this to be considered ""complete"", such as a proper system for handling secret exits and cutscenes. Right now every paths is open so you can access all levels on the worldmap.


TODO:
- [ ] The transition script from the normal to corrupted forest worldmap isn't quite ready, missing some layers of decorations.
- [ ] Several new backgrounds are missing as they aren't fully finished yet."
2643331707,Removed EOF naming convention at end of file every file and replaced #ifdef include guards with #pragma once.,johannes-el,2025-07-05 13:07:50+00:00,2025-07-12 20:29:02+00:00,{},Fixes #3147
2643126295,remove contrib folder,johannes-el,2025-07-05 09:52:41+00:00,2025-07-06 11:02:56+00:00,{},#3097
2642124145,Fix layout of endseq statistics panel,johannes-el,2025-07-04 18:36:42+00:00,2025-07-18 02:04:50+00:00,{},"Fixes #3081

![supertux](https://github.com/user-attachments/assets/058ebf93-f5a5-4f29-86e0-8f8821a8e678)
"
2638020397,TextScroller: Use finish_script properly,Hypernoot,2025-07-03 09:59:11+00:00,,{},"fixes #3219

If the finish_script is not defined, the level is finished when the text runs out or Esc is pressed. Otherwise, the finish_script is run instead."
2637675923,rebased #2797,Hypernoot,2025-07-03 07:46:47+00:00,2025-07-03 14:37:16+00:00,{},
2619333929,chore: bump `cmake_minimum_required` to support cmake 4 build,chenrui333,2025-06-25 20:52:21+00:00,,{},"chore: bump `cmake_minimum_required` to support cmake 4 build

---

it might be a good time to also cut a new release."
2612358250,[DON'T MERGE] Add -debug flag to hdiutil to figure out packaging failures on MacOS,tobbi,2025-06-23 17:49:57+00:00,,{},"This isn't a PR that needs to get merged. I just want to see whether this works. 

Currently, our MacOS builds fail with a resource busy error a lot of times. Github support is unsure why (see https://github.com/actions/runner-images/issues/7522). 

I (hopefully) modified the cmake command to add the -verbose flag so we can see what's going on.

See https://ss64.com/mac/hdiutil.html for HDIUTIL syntax and https://cmake.org/cmake/help/v4.0/cpack_gen/dmg.html#variable:CPACK_COMMAND_HDIUTIL for the CMake variable."
2608308901,(WIP) Editor UI experiment,tobbi,2025-06-20 19:48:03+00:00,,"{'involves:editor': 1, 'involves:functionality': 1, 'status:needs-discussion': 1, 'category:code': 1, 'status:needs-work': 1, 'status:needs-review': 1, 'help wanted': 1}","This is a very early state experiment of mine that tries to clean up the level editor UI just a bit and tries to implement a proper UI workflow. I took heavy inspiration from Integrated Development Environment and any kind of sane toolbar-heavy application.

Here's the latest screencast of the current UI:

https://github.com/user-attachments/assets/45821701-c59d-4e33-9f43-cdee254190b3


# TODO
- [ ] Render layers as a list on the bottom right side, below the properties panel?
- [ ] Add help texts / descriptions to all properties that explain what each property does.
- [ ] Fix linting
"
2600013827,Revert crusher's edge detection for its horizontal axis,bruhmoent,2025-06-17 21:55:36+00:00,2025-06-23 16:28:56+00:00,{},"Previously, the crusher detected whether Tux would stand on it's edge (whilst standing on top of it). This PR brings this behaviour back, as it was utilized in gameplay."
2599015488,P2P LAN online multiplayer using UDP,ist1106037,2025-06-17 14:27:44+00:00,2025-08-25 06:30:40+00:00,{},"We have implemented a P2P connection over LAN using UDP to enable online multiplayer functionality in SuperTux. This feature allows multiple players to connect directly to each other without requiring a central server.

To do this we added some variables to the Config, added a new Controller that serves as a dummy for the online handling of the character, added a new menu, a new class for ip management and another for sending and receiving messages.

This messages use the UDP protocol and threads to make a peer to peer connection for the handling of the LAN communication.

We only did LAN communication as other types of communication would require a server and this would require money or other resourses that we dont think the suppertux community wants, although there is a way to use this program for true online multiplayer, all it takes is putting the public ip of the host and both who is joining and who is hosting need to forward their routters to their computers.

To access online multiplayer you have to go to the multiplayer menu where the new option is added, then just host and another person writes your ip as join and you're ready to play together."
2590588064,Add editor shortcuts for Tiles and Objects navigation (SuperTux#2988),VaLLeX8,2025-06-13 15:23:00+00:00,,{},"- Add ""Q"" to switch between Tiles and Objects;
- Add Shift + ""Q"" to toggle between current and last subgroup inside the same group (Tiles or Objects);
- Add Shift + Scroll to open the current menu and select on release;
- Add ""S"" to open a menu of sub-subgroups within each Tiles subgroup;
  - This uses the divisions previously commented in tiles.strf.

Co-authored-by: Afonso Mateus <afonso.mateus@tecnico.ulisboa.pt>"
2582608374,Change the icon of Tilemaps based on their attributes,bruhmoent,2025-06-10 22:26:22+00:00,2025-06-12 06:53:23+00:00,{},
2576926482,Reset Tux' velocity after using a door,Brockengespenst,2025-06-08 19:29:15+00:00,2025-07-07 21:30:51+00:00,{},"This avoids taking any movement from last sector to the new one.

Fixes #3272"
2575609196,Fix #2509 : Floating Platform Object Idea,goncalof148,2025-06-07 15:14:38+00:00,,{},"The Floating Platform has the following characteristics:

- Floats on top of water
- Has a wave-like motion on water
- Reacts to Tux jumping on it with bubbles and
a sound effect
- If not placed on water, behaves like a normal object with
normal gravity
- Is placed slightly under water to simulate floating
- If it has rocks on top, it sinks faster or slower based on
the number of rocks
- If it's sinking and the rocks are removed, it floats again

Closes #2509 "
2567995483,Fix `CorruptedCrusher`'s behaviour,bruhmoent,2025-06-04 17:33:08+00:00,2025-06-13 17:39:55+00:00,{},"This pr:
  - Fixes the incorrect offset of root bases,
  - Prevents roots from spawning on air or when there's no space,
  - Prevents roots from spawning when hitting the player,
  - Improves the visuals of the spawning roots,
  - Implements DRY strategy to the `spawn_roots` method and improves code style.

Fixes #3274"
2567215317,Fixes #3199 - Coins carry support for Owl enemy,sofi004,2025-06-04 12:43:53+00:00,,"{'status:needs-information': 1, 'category:code': 1}","Added the possibility for the owl to carry three new types
of objects, coin, coin rain and coin explosion.
Since the owl cannot visually carry a coin rain or a
coin explosion, then visually the owl for these types carries
a single coin, but then when the owl ungrabs the coin,
the behavior is of a coin rain or a coin explosion respectively.
The coin drop is activated when the tux approaches.

Closes #3199"
2562589171,Improve `FishSwimming`'s behaviour,bruhmoent,2025-06-03 04:53:27+00:00,2025-07-06 03:54:15+00:00,{},"The current behavior for Direction::UP and Direction::DOWN is not desirable. Now the fish no longer sways along the X-axis and now moves strictly along the Y-axis. Previously, small radius values caused the fish to stop after a few turns due to an oversight - this now has been addressed."
2556717420,Fix bugs around rocks and crushers,Hypernoot,2025-05-31 13:10:18+00:00,2025-06-01 18:47:53+00:00,{},"Fix #3234

yes oh yes"
2556501635,Wind: Add `current` subtype and fix particle orientation,Hypernoot,2025-05-31 09:20:00+00:00,2025-06-28 11:16:31+00:00,{},Partially resolves #2592 but does only the graphical part. The physics is unchanged.
2555550358,Another attempt to fix wind,Hypernoot,2025-05-30 19:45:20+00:00,,{},"fixes #2592

There will be 3 types of wind:
* legacy - original behaviour
* wind - assumes that the object is in air
* current - assumes that the object is in water

Currently, I'm trying to implement the ""wind"" wind ^.^"
2552458492,Add support for paths for the `WillOWisp` in the editor,bruhmoent,2025-05-29 15:05:54+00:00,2025-06-10 05:52:45+00:00,{},"Fixes #1020

Now WillOWisps support path nodes in the editor, meaning they can be manipulated just as any `PathObject`. They can be configured to start moving along their assigned path and will follow the path until they detect the player or are otherwise interrupted."
2551932216,Accept `alpha` as an argument for `Gradient` colour functions,bruhmoent,2025-05-29 11:29:03+00:00,2025-05-29 21:00:17+00:00,{},Fixes #3193
2539239543,Fixes #517 - Add a button with the ability to hide/single layers,sofi004,2025-05-23 08:47:07+00:00,,{},"The Supertux level editor did not have a button to
hide individual layers.
Now this button is at the end of each layer menu.
The button does not appear on the selected layer,
as it does not make sense to hide the selected layer.
When someone decides to hide a layer other than
the selected one and then switches to it, that layer is shown
again. In addition, after hiding a layer, if the hidden layer
menu is opened again, instead of the hide layer button,
a show layer button appears.
The default opacity of 0.5 was kept as the default,
so that users do not find it strange or have to press
this implemented button.

Closes #517

Co-authored-by: Filipe Oleacu <filipeoleacu04@tecnico.ulisboa.pt>"
2511097831,Moving object refactoring (Accidental pull request),UbuntuJackson,2025-05-10 06:35:59+00:00,2025-05-10 06:53:26+00:00,{},"HAHAHA, this pull request is so f&cking funny they make me wanna merge without looking!"
2502321202,Initialize m_selection in initialization list,tobbi,2025-05-06 18:07:17+00:00,2025-05-10 08:21:49+00:00,{},"Hey, let's try out this thing called a ""pull request"" before I fuck up master. I think I heard of this before."
2492941374,WIP: Separating collision system into multiple groups,tobbi,2025-05-01 00:56:52+00:00,2025-05-31 08:43:52+00:00,{},"Here's something that I've been thinking about: Instead of iterating over all objects, we could group the possible objects together, depending on what type of collision group they have and then only iterate over those matching the collision group we care about. 

I don't honestly know how much faster this is. All I know is: It crashes. It crashes all the time. And I have no idea why.

So, if anyone wants to check this out and submit fixes to this PR, feel free.

Also, terminology-wise: `collision part` and `collision bucket` are the same thing."
2488194951,Add `StartupWMClass` to desktop file,fiftydinar,2025-04-29 09:01:07+00:00,2025-04-29 12:09:31+00:00,{},"This should resolve the edge-cases where icon is not shown, like in Gnome's dash for example."
2482536433,Fix WalkingBadguy getting stuck on curved tiles (#3239),mederand,2025-04-25 22:09:11+00:00,,"{'status:needs-information': 1, 'status:needs-work': 1}","This pull request fixes issue #3239 where WalkingBadguy enemies would get stuck indefinitely on certain curved snow or cave tiles.

Changes:
- When a collision against a shallow slope is detected (0 < slope_normal.x < 0.7), the enemy is manually nudged upward slightly.
- Otherwise, if the slope is steep or it's a wall, the enemy turns around as usual.

Testing:
- Reproduced the original stuck behavior in a sandbox level.
- After applying the fix, enemies now smoothly turn around properly on curved tiles without getting stuck.
- Regression tested normal wall collisions and enemy behavior across different tile types via playing a couple levels.

Closes #3239"
2478228261,Added color saturation slider,nathaniel-jb,2025-04-24 07:12:34+00:00,,{},"As part of a school project, my friend and I have worked on a solution for a color saturation slider that was proposed and discussed as a listed issue. Even if it is unacceptable, we would greatly appreciate any comments. Thank you.

Fixes #3128"
2465698144,Fix fullscreen using wrong resolution,MatusGuy,2025-04-17 10:10:48+00:00,2025-04-21 21:06:24+00:00,{},"This happens because when moving SuperTux to the secondary monitor, the Viewport will take the size of the primary monitor."
2455994566,Fix OS X builds by preventing regeneration without arguments,tobbi,2025-04-13 09:23:42+00:00,2025-05-31 08:16:58+00:00,{},
2446619179,Update flamed enemies with an overlay like ice (rebased),Hypernoot,2025-04-08 18:07:00+00:00,2025-05-31 11:21:33+00:00,{},a successor of #3133 
2446403038,Downloader hyper,Hypernoot,2025-04-08 16:32:05+00:00,2025-04-21 17:45:59+00:00,{},I took #3038 and rebased it to master. I tested it by downloading a few add-ons and it workz.
2441248485,Implement up and down direction for swimming fish,Hypernoot,2025-04-05 16:51:24+00:00,2025-05-28 22:54:46+00:00,{},"fixes #2573 

I hate the implementation but some compromise has to be done in order to fit it into 0.7.0. To make the code nicer, I need all the following:
* A transpose-action sprite modifier, to make the fish visually facing up or down.
* Make the chasing fish use 4 different rotations instead of just 2.
* A better interoperability between vectors and directions. There should be at least functions to obtain a unit vector from direction and a direction from vector.

As this seems as a bigger task, the question is, whether it makes sense to put it into 0.7.0 or not. There are three options:
1) Merge this PR as it is and then report these tasks as a bug to be solved in 0.7.1.
2) Postpone whole this stuff to 0.7.1
3) Add these tasks to the scope to 0.7.0 and then provide a proper solution."
2440933896,Merge Rect and Rectf classes.,tylerandari13,2025-04-05 06:24:13+00:00,,{},"In honor of Supertux week, I have decided to contribute something of a decent size. This Pull Request merges a lot of int and float duplicates in Supertux into single classes with templates and `using`. These classes include:
- `Rect` and `Rectf`
- `Size` and `Sizef`
- `Vector` and `Vectori` (technically it was added, but still)

The float variants of all of the classes were prioritized because they are more up-to-date than the int versions. This means `Rect` now has some asserts that weren't there before, and it has caught a couple of oversights in a few places... aaand thats why its still a draft PR. I need to finish fixing a bug in the tilemap code. I am releasing this as a draft so that things like codestyle can start being checked."
2437864281,Add -DCMAKE_POLICY_VERSION_MINIMUM=3.5 to GitHub workflows,tobbi,2025-04-03 19:31:15+00:00,2025-04-03 22:02:26+00:00,{},"This should fix the CI builds that error and preemptively fix those that haven't errored yet because they're not yet on CMake version 4.

Let's see..."
2437601241,Fix #3105 - Big rocks push small rocks through the floor,VaLLeX8,2025-04-03 17:01:53+00:00,2025-06-01 18:47:30+00:00,{},"- Removed an optimization condition in collision_static 
function (collision_system.cpp) that skipped collision 
checks for smaller static objects.
- Previously, when a big rock was processed, it would skip
collision checks for a smaller rock beneath it, causing the
smaller rock to fall through the floor.
- Adjusting the condition to skip larger rocks instead would 
lead to the opposite issue-smaller rocks pushing larger ones
through the floor.

Closes #3105"
2435037374,"Add readable names and descriptions for renderers, use SDL by default",Vankata453,2025-04-02 19:16:28+00:00,2025-04-22 22:57:56+00:00,"{'involves:performance': 1, 'category:code': 1, 'status:needs-review': 1}","The ""Change Video System"" menu now contains readable names and descriptions for renderers, with additional indication using square brackers for the currently chosen renderer.

The SDL renderer is now used by default. The ""auto"" renderer option was renamed to ""opengl_auto"", since it prioritizes using OpenGL, if possible.

Additionally, `MenuItem` help text wrap width was changed from 600 to 800 as to fit the description of the ""OpenGL (AUTO)"" renderer option."
2434682530,Fixes Bug #3209,Filipe2004,2025-04-02 16:08:08+00:00,,{},"Tux wasn't able to stand on or jump off a frozen badguy that was bouncing of a trampoline, getting stuck in the falling animation while on the frozen badguy. To solve this I added a verification on Player::collision for when the badguy is frozen and the player hits bottom. Inside the if I adapted the code on collision_solid so that it performs similar to when the player collides with a solid and the hit is on the bottom. Also added a verification for the velocity of the badguy, because for some reason if it is static it enter both the Player:collision and Player:collision_solid."
2432386227,Crusher code rewrite,MatusGuy,2025-04-01 19:01:02+00:00,2025-06-01 18:42:18+00:00,{},"- [x] Implement existing functionality 
- [x] Fix Rock-Crusher collision interactions. Rocks may not push crushers. 
- [x] Use Root class for Corrupted Crusher roots
- [x]  Implement upwards facing crusher
- [x]  Add script that runs when crusher hits ground
- [x]  Polish & fix jank

Fixes #2403"
2429637052,Improve ghoul behaviour (rebase+fix),Hypernoot,2025-03-31 18:34:31+00:00,2025-06-28 11:03:41+00:00,{},a fixed and rebased version of #2848
2429433229,Update deploy.sh for aws-based service,maths22,2025-03-31 16:53:13+00:00,2025-04-03 13:12:50+00:00,{},
2426324367,Fixes #3079 Buttjump bonusblock runs script twice & unports trampoline,Martim-F,2025-03-28 21:40:01+00:00,2025-04-07 15:18:42+00:00,{},"When someone buttjumps onto a bonus_block it calls the try_drop function in which some objects on that function would call try_open, another function on which it would run a script, then come back to try_drop and run the script again since the condition to run the script didn't include countdown, the bool that checks if try_open is called, so I just added it to the condition.
Then for the trampoline error the add function had the position that the trampoline is created and an enum (1 or 0, or respectivelly true or false) which was incorrect and creating the wrong trampoline, so I just changed from true, which created a stationary trampoline, to a false, a portable one.

Closes #3079"
2423374862,Fixes #3215: Ice isn't slippery for rocks,goncalof148,2025-03-27 18:04:32+00:00,,{},"Since the ice floor wasn't being recognized as ice, specially on the hills on level ""Tip of the Ice"", the floor didn't have the slippery feature. I changed the tile attributes to address this problem and added a condition on the rock logic to include a slippery property on ice. Now tux can throw a rock to hills and it will slide back down due to the slippery property.

Video: https://youtube.com/shorts/B_z0Fx5yYJc?feature=share

Closes #3215"
2422769611,Fixes #3208: bounce mriceblock to bonusblock by bumper doesn't go back,ist1106037,2025-03-27 14:50:48+00:00,2025-05-28 10:35:06+00:00,{},"When a MrIceBlock is kicked into a trampoline, it bounces back facing backwards. The collision_solid() function, when the MrIceBlock's state is KICKED (which is the case), didn't expect to receive a hit from the right while facing left, and vice-versa. I added that condition and made it so it plays the collision sound and goes back, just like normal, but skips the flipping orientation, as it should slide forward and not backwards.
Video demonstration: https://www.youtube.com/watch?v=oAgOuTEf52w

Closes #3208"
